time,N_sat,L1,L2,P1,P2,C1
0.392,G11,128698598.675,100284620.009,0,24490528.372,24490530.905
0.392,G13,107248546.911,83570309.253,0,20408711.970,20408713.733
0.392,G15,110429213.410,86048740.953,0,21013977.562,21013978.404
0.392,G17,122237247.424,95249800.435,0,23260970.361,23260971.072
0.392,G18,126562375.409,98620029.371,0,24084016.299,24084019.005
0.392,G19,129487694.538,100899500.324,0,24640687.898,24640689.981
0.392,G20,122871962.405,95744360.409,0,23381756.795,23381757.325
0.392,G24,123133102.392,95947879.140,0,23431451.340,23431449.108
0.392,G28,112373147.043,87563495.196,0,21383891.638,21383893.368
0.392,G30,120506074.076,93900850.574,0,22931537.243,22931536.098
0.400,G11,128664864.743,100258333.855,0,24484109.024,24484111.682
0.400,G13,107279908.923,83594747.193,0,20414679.949,20414681.738
0.400,G15,110404668.477,86029615.027,0,21009306.884,21009307.640
0.400,G17,122154068.996,95184986.089,0,23245141.883,23245142.756
0.400,G18,126528627.349,98593732.200,0,24077594.147,24077596.957
0.400,G19,129370383.019,100808088.755,0,24618364.328,24618366.067
0.400,G20,122952890.930,95807421.590,0,23397156.438,23397157.987
0.400,G24,123035353.391,95871711.130,0,23412849.968,23412848.091
0.400,G28,112422743.085,87602141.465,0,21393329.315,21393331.110
0.400,G30,120597843.353,93972359.096,0,22949000.240,22948999.431
0.408,G11,128631679.959,100232475.581,0,24477794.147,24477797.030
0.408,G13,107311830.098,83619620.839,0,20420754.363,20420756.141
0.408,G15,110380685.416,86010926.927,0,21004743.075,21004743.792
0.408,G17,122071213.977,95120423.779,0,23229375.184,23229375.886
0.408,G18,126495356.568,98567806.897,0,24071263.099,24071265.511
0.408,G19,129253141.132,100716731.494,0,24596054.173,24596055.595
0.408,G20,123034151.183,95870741.259,0,23412619.893,23412621.317
0.408,G24,122937751.544,95795657.768,0,23394277.105,23394275.149
0.408,G28,112472728.752,87641091.339,0,21402841.340,21402843.090
0.408,G30,120689790.857,94044006.474,0,22966497.399,22966496.429
0.417,G11,128599043.615,100207044.666,0,24471583.780,24471586.486
0.417,G13,107344308.178,83644928.444,0,20426934.662,20426936.526
0.417,G15,110357262.901,85992675.620,0,21000285.835,21000286.665
0.417,G17,121988683.125,95056114.072,0,23213670.043,23213670.627
0.417,G18,126462561.142,98542252.027,0,24065022.468,24065024.666
0.417,G19,129135969.626,100625429.037,0,24573757.181,24573758.914
0.417,G20,123115737.598,95934315.044,0,23428145.871,23428146.547
0.417,G24,122840296.085,95719718.478,0,23375731.657,23375730.105
0.417,G28,112523100.075,87680341.722,0,21412426.715,21412428.440
0.417,G30,120781913.012,94115789.931,0,22984027.652,22984026.663
0.425,G11,128566959.523,100182044.063,0,24465478.644,24465481.235
0.425,G13,107377343.601,83670670.332,0,20433221.064,20433222.970
0.425,G15,110334403.790,85974863.317,0,20995935.805,20995936.715
0.425,G17,121906480.977,94992060.479,0,23198027.296,23198028.054
0.425,G18,126430244.468,98517070.221,0,24058872.814,24058875.258
0.425,G19,129018873.925,100534185.675,0,24551474.459,24551476.182
0.425,G20,123197649.196,95998142.265,0,23443732.886,23443734.192
0.425,G24,122742989.763,95643895.391,0,23357214.893,23357213.297
0.425,G28,112573857.417,87719892.898,0,21422085.616,21422087.241
0.425,G30,120874210.366,94187709.922,0,23001591.294,23001590.236
0.433,G11,128535429.433,100157475.125,0,24459478.796,24459481.401
0.433,G13,107410936.588,83696846.693,0,20439613.575,20439615.509
0.433,G15,110312109.047,85957490.791,0,20991693.241,20991694.238
0.433,G17,121824610.243,94928265.114,0,23182447.915,23182448.613
0.433,G18,126398407.600,98492262.275,0,24052814.269,24052816.927
0.433,G19,128901856.307,100443003.157,0,24529206.505,24529208.625
0.433,G20,123279882.922,96062220.452,0,23459381.159,23459382.476
0.433,G24,122645833.844,95568189.515,0,23338726.729,23338725.105
0.433,G28,112624998.630,87759743.190,0,21431817.517,21431819.108
0.433,G30,120966681.915,94259765.647,0,23019187.855,23019186.980
0.442,G11,128504453.636,100133338.174,0,24453583.688,24453586.963
0.442,G13,107445085.436,83723456.178,0,20446111.937,20446113.842
0.442,G15,110290378.697,85940558.043,0,20987558.152,20987559.131
0.442,G17,121743072.215,94864729.034,0,23166931.633,23166932.240
0.442,G18,126367050.051,98467827.830,0,24046847.380,24046849.629
0.442,G19,128784919.231,100351883.373,0,24506954.062,24506956.174
0.442,G20,123362434.755,96126546.522,0,23475090.677,23475091.675
0.442,G24,122548829.330,95492601.604,0,23320267.473,23320265.695
0.442,G28,112676520.764,87799890.306,0,21441621.952,21441623.414
0.442,G30,121059325.583,94331955.486,0,23036817.496,23036816.591
0.450,G11,128474036.177,100109636.283,0,24447795.345,24447798.457
0.450,G13,107479791.391,83750499.793,0,20452716.302,20452718.178
0.450,G15,110269215.967,85924067.608,0,20983531.004,20983532.028
0.450,G17,121661871.826,94801456.013,0,23151479.700,23151480.320
0.450,G18,126336174.822,98443769.224,0,24040971.763,24040974.108
0.450,G19,128668068.055,100260830.545,0,24484718.360,24484719.956
0.450,G20,123445304.101,96191119.995,0,23490860.240,23490861.342
0.450,G24,122451978.872,95417133.728,0,23301837.478,23301835.808
0.450,G28,112728424.931,87840335.114,0,21451498.980,21451500.365
0.450,G30,121152142.442,94404280.266,0,23054480.205,23054478.921
0.458,G11,128444175.770,100086368.413,0,24442113.727,24442116.181
0.458,G13,107515051.089,83777974.880,0,20459426.052,20459427.917
0.458,G15,110248618.677,85908017.768,0,20979611.431,20979612.476
0.458,G17,121581008.868,94738445.946,0,23136092.136,23136092.682
0.458,G18,126305780.009,98420084.959,0,24035187.564,24035190.018
0.458,G19,128551303.090,100169844.883,0,24462498.358,24462500.328
0.458,G20,123528484.834,96255936.140,0,23506689.073,23506690.050
0.458,G24,122355281.347,95341785.032,0,23283436.381,23283434.910
0.458,G28,112780706.133,87881073.726,0,21461447.750,21461449.207
0.458,G30,121245128.304,94476736.780,0,23072174.796,23072173.584
0.467,G11,128414875.427,100063536.986,0,24436537.914,24436540.446
0.467,G13,107550865.902,83805882.527,0,20466241.453,20466243.231
0.467,G15,110228589.691,85892410.762,0,20975800.026,20975801.075
0.467,G17,121500488.136,94675702.549,0,23120769.557,23120770.263
0.467,G18,126275868.543,98396777.324,0,24029495.839,24029498.121
0.467,G19,128434629.414,100078930.359,0,24440296.263,24440298.119
0.467,G20,123611975.731,96320993.966,0,23522577.049,23522578.029
0.467,G24,122258739.365,95266557.560,0,23265065.125,23265063.535
0.467,G28,112833364.144,87922105.950,0,21471468.269,21471469.675
0.467,G30,121338283.785,94549325.434,0,23089901.885,23089900.465
0.475,G11,128386136.570,100041143.015,0,24431068.467,24431071.462
0.475,G13,107587234.995,83834222.083,0,20473162.240,20473164.069
0.475,G15,110209129.483,85877246.962,0,20972096.947,20972097.944
0.475,G17,121420311.625,94613227.391,0,23105512.356,23105513.156
0.475,G18,126246440.762,98373846.603,0,24023896.479,24023898.046
0.475,G19,128318049.688,99988089.080,0,24418111.933,24418113.431
0.475,G20,123695773.830,96386291.138,0,23538523.293,23538524.152
0.475,G24,122162354.280,95191452.319,0,23246723.498,23246721.979
0.475,G28,112886397.075,87963430.321,0,21481560.125,21481561.477
0.475,G30,121431607.543,94622045.233,0,23107660.482,23107659.552
0.483,G11,128357959.953,100019187.280,0,24425706.813,24425709.470
0.483,G13,107624156.957,83862992.441,0,20480188.262,20480190.020
0.483,G15,110190238.508,85862526.713,0,20968502.120,20968503.182
0.483,G17,121340481.546,94551022.158,0,23090321.332,23090322.009
0.483,G18,126217497.006,98351293.034,0,24018388.797,24018390.208
0.483,G19,128201566.702,99897323.151,0,24395945.783,24395947.402
0.483,G20,123779875.199,96451824.667,0,23554526.754,23554528.218
0.483,G24,122066126.605,95116469.733,0,23228411.878,23228410.390
0.483,G28,112939802.479,88005044.918,0,21491722.796,21491724.253
0.483,G30,121525097.766,94694894.724,0,23125451.117,23125450.103
0.492,G11,128330347.072,99997670.734,0,24420452.413,24420454.693
0.492,G13,107661630.467,83892192.580,0,20487319.235,20487320.956
0.492,G15,110171917.346,85848250.478,0,20965015.740,20965016.829
0.492,G17,121260999.904,94489088.445,0,23075196.357,23075197.061
0.492,G18,126189037.844,98329117.060,0,24012972.900,24012974.776
0.492,G19,128085183.129,99806634.677,0,24373798.777,24373800.470
0.492,G20,123864276.682,96517592.025,0,23570588.502,23570589.286
0.492,G24,121970057.163,95041610.462,0,23210130.311,23210128.948
0.492,G28,112993578.127,88046948.036,0,21501955.935,21501957.424
0.492,G30,121618753.009,94767872.805,0,23143273.049,23143272.103
0.500,G11,128303302.932,99976597.352,0,24415305.994,24415307.942
0.500,G13,107699658.899,83921825.123,0,20494555.820,20494557.466
0.500,G15,110154170.216,85834421.542,0,20961638.619,20961639.656
0.500,G17,121181873.094,94427431.227,0,23060139.203,23060139.812
0.500,G18,126161067.196,98307321.750,0,24007650.522,24007651.931
0.500,G19,127968905.820,99716029.030,0,24351672.021,24351673.396
0.500,G20,123948978.748,96583593.623,0,23586706.468,23586707.446
0.500,G24,121874150.616,94966878.086,0,23191879.704,23191878.592
0.500,G28,113047725.790,88089141.015,0,21512259.838,21512261.406
0.500,G30,121712575.574,94840981.277,0,23161127.060,23161126.062
0.508,G11,128276823.313,99955963.893,0,24410266.726,24410269.157
0.508,G13,107738236.054,83951885.235,0,20501896.920,20501898.467
0.508,G15,110136992.584,85821036.381,0,20958369.841,20958370.885
0.508,G17,121103097.982,94366048.044,0,23045148.871,23045149.461
0.508,G18,126133580.452,98285903.496,0,24002419.607,24002421.170
0.508,G19,127852732.602,99625504.446,0,24329564.589,24329566.391
0.508,G20,124033972.613,96649822.604,0,23602880.201,23602881.598
0.508,G24,121778403.263,94892269.803,0,23173659.706,23173658.376
0.508,G28,113102238.296,88131618.309,0,21522633.204,21522634.815
0.508,G30,121806558.856,94914214.974,0,23179011.889,23179010.528
0.517,G11,128250915.123,99935775.685,0,24405336.926,24405339.100
0.517,G13,107777366.465,83982376.473,0,20509343.146,20509344.689
0.517,G15,110120390.558,85808099.726,0,20955210.570,20955211.660
0.517,G17,121024683.083,94304945.560,0,23030226.830,23030227.340
0.517,G18,126106584.299,98264867.556,0,23997282.454,23997283.711
0.517,G19,127736671.942,99535067.594,0,24307479.055,24307480.734
0.517,G20,124119261.440,96716281.378,0,23619110.379,23619111.034
0.517,G24,121682821.508,94817790.542,0,23155471.148,23155469.647
0.517,G28,113157119.351,88174382.769,0,21533076.791,21533078.273
0.517,G30,121900707.256,94987577.318,0,23196927.394,23196926.254
0.525,G11,128225575.851,99916030.780,0,24400514.553,24400517.500
0.525,G13,107817045.086,84013294.872,0,20516893.781,20516895.244
0.525,G15,110104361.108,85795609.236,0,20952160.257,20952161.393
0.525,G17,120946626.927,94244122.612,0,23015373.428,23015373.765
0.525,G18,126080075.165,98244211.097,0,23992237.722,23992239.161
0.525,G19,127620723.147,99444717.903,0,24285415.043,24285416.466
0.525,G20,124204837.618,96782964.087,0,23635395.070,23635395.866
0.525,G24,121587402.934,94743438.412,0,23137313.247,23137312.192
0.525,G28,113212362.933,88217429.725,0,21543589.328,21543590.789
0.525,G30,121995015.631,95061064.325,0,23214873.497,23214872.606
0.533,G11,128200804.830,99896728.728,0,24395800.634,24395803.999
0.533,G13,107857269.303,84044638.411,0,20524548.208,20524549.634
0.533,G15,110088902.908,85783563.881,0,20949218.658,20949219.784
0.533,G17,120868929.826,94183579.440,0,23000587.709,23000588.564
0.533,G18,126054051.727,98223933.077,0,23987285.684,23987287.285
0.533,G19,127504887.321,99354456.229,0,24263372.243,24263373.695
0.533,G20,124290696.258,96849866.942,0,23651733.277,23651734.537
0.533,G24,121492146.295,94669212.500,0,23119186.605,23119185.456
0.533,G28,113267965.356,88260756.287,0,21554170.132,21554171.560
0.533,G30,122089480.794,95134673.507,0,23232849.901,23232849.002
0.542,G11,128176609.551,99877875.241,0,24391196.428,24391200.213
0.542,G13,107898045.383,84076411.978,0,20532307.676,20532309.034
0.542,G15,110074022.875,85771969.051,0,20946387.044,20946388.160
0.542,G17,120791600.540,94123322.880,0,22985872.694,22985873.290
0.542,G18,126028521.622,98204039.496,0,23982427.498,23982429.151
0.542,G19,127389173.808,99264289.890,0,24241353.007,24241353.907
0.542,G20,124376840.654,96916992.372,0,23668126.291,23668126.604
0.542,G24,121397059.868,94595119.194,0,23101092.477,23101091.146
0.542,G28,113323930.890,88304365.804,0,21564819.991,21564821.477
0.542,G30,122184107.898,95208408.896,0,23250856.836,23250856.049
0.550,G11,128152986.463,99859467.612,0,24386701.776,24386705.186
0.550,G13,107939366.902,84108610.559,0,20540170.960,20540172.216
0.550,G15,110059716.899,85760821.538,0,20943664.738,20943665.823
0.550,G17,120714636.506,94063350.928,0,22971226.594,22971227.379
0.550,G18,126003479.750,98184526.336,0,23977662.102,23977664.239
0.550,G19,127273580.987,99174217.594,0,24219356.425,24219357.301
0.550,G20,124463262.399,96984333.983,0,23684572.036,23684572.668
0.550,G24,121302139.185,94521155.064,0,23083029.574,23083028.246
0.550,G28,113380252.668,88348252.905,0,21575537.570,21575539.149
0.550,G30,122278890.536,95282265.447,0,23268893.459,23268892.638
0.558,G11,128129941.349,99841510.370,0,24382316.167,24382319.674
0.558,G13,107981237.444,84141236.955,0,20548138.598,20548139.921
0.558,G15,110045990.064,85750125.290,0,20941052.621,20941053.687
0.558,G17,120638045.218,94003669.434,0,22956651.817,22956652.535
0.558,G18,125978931.095,98165397.534,0,23972990.706,23972992.964
0.558,G19,127158116.769,99084245.500,0,24197384.252,24197385.227
0.558,G20,124549963.361,97051893.133,0,23701070.320,23701070.873
0.558,G24,121207390.465,94447324.935,0,23064999.609,23064998.081
0.558,G28,113436933.600,88392419.874,0,21586323.694,21586325.136
0.558,G30,122373832.362,95356246.047,0,23286960.361,23286959.562
0.567,G11,128107475.691,99824004.679,0,24378041.190,24378043.543
0.567,G13,108023657.165,84174291.268,0,20556210.860,20556212.090
0.567,G15,110032843.320,85739881.076,0,20938550.833,20938551.921
0.567,G17,120561829.154,93944280.331,0,22942148.461,22942149.065
0.567,G18,125954877.119,98146654.178,0,23968412.639,23968415.585
0.567,G19,127042784.463,98994376.210,0,24175436.834,24175437.945
0.567,G20,124636940.382,97119667.427,0,23717621.266,23717622.258
0.567,G24,121112815.300,94373629.995,0,23047002.407,23047001.144
0.567,G28,113493971.932,88436865.337,0,21597177.661,21597179.110
0.567,G30,122468932.420,95430349.936,0,23305057.394,23305056.490
0.575,G11,128085586.100,99806947.872,0,24373876.545,24373877.515
0.575,G13,108066619.978,84207768.795,0,20564386.322,20564387.666
0.575,G15,110020272.770,85730085.842,0,20936158.767,20936159.813
0.575,G17,120485986.207,93885181.948,0,22927715.803,22927716.602
0.575,G18,125931313.344,98128292.783,0,23963928.515,23963931.601
0.575,G19,126927582.541,98904608.474,0,24153514.560,24153516.004
0.575,G20,124724185.860,97187650.869,0,23734224.180,23734224.342
0.575,G24,121018409.745,94300067.270,0,23029037.707,23029036.228
0.575,G28,113551361.057,88481584.142,0,21608098.473,21608099.874
0.575,G30,122564184.796,95504572.544,0,23323183.245,23323182.539
0.583,G11,128064274.008,99790341.057,0,24369821.327,24369821.852
0.583,G13,108110125.297,84241669.045,0,20572665.102,20572666.453
0.583,G15,110008279.579,85720740.488,0,20933876.506,20933877.585
0.583,G17,120410519.703,93826376.919,0,22913355.014,22913355.697
0.583,G18,125908241.414,98110314.674,0,23959538.642,23959541.141
0.583,G19,126812514.901,98814945.417,0,24131617.948,24131619.372
0.583,G20,124811697.355,97255841.636,0,23750876.635,23750877.475
0.583,G24,120924176.250,94226638.571,0,23011105.532,23011104.219
0.583,G28,113609099.847,88526575.406,0,21619085.807,21619087.200
0.583,G30,122659588.939,95578913.423,0,23341338.314,23341337.499
0.592,G11,128043544.055,99774187.842,0,24365877.203,24365876.615
0.592,G13,108154175.095,84275993.570,0,20581047.402,20581048.826
0.592,G15,109996867.117,85711847.660,0,20931704.733,20931705.860
0.592,G17,120335434.558,93767869.027,0,22899066.614,22899067.510
0.592,G18,125885664.501,98092722.254,0,23955242.538,23955244.981
0.592,G19,126697587.509,98725391.632,0,24109747.717,24109749.482
0.592,G20,124899474.489,97324239.394,0,23767579.890,23767580.938
0.592,G24,120830118.769,94153347.027,0,22993207.019,22993205.646
0.592,G28,113667189.148,88571839.808,0,21630139.676,21630141.268
0.592,G30,122755146.480,95653373.824,0,23359522.350,23359521.482
0.600,G11,128023398.446,99758489.992,0,24362043.651,24362042.546
0.600,G13,108198770.014,84310742.854,0,20589533.593,20589535.005
